id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
40075,Female,disloyal Customer,34,Business travel,Eco,493,3,3,3,2,1,3,1,1,3,4,1,5,2,1,0,0.0,neutral or dissatisfied
41687,Male,Loyal Customer,18,Personal Travel,Eco,347,5,4,5,2,2,5,2,2,5,4,4,5,5,2,0,0.0,satisfied
20298,Male,Loyal Customer,45,Personal Travel,Eco,235,1,4,1,4,1,1,2,1,4,5,5,3,4,1,0,0.0,neutral or dissatisfied
55318,Male,Loyal Customer,47,Business travel,Business,1117,5,5,5,5,3,4,5,5,5,4,5,5,5,4,0,0.0,satisfied
98987,Female,Loyal Customer,54,Personal Travel,Eco,479,2,5,2,1,1,3,2,4,4,2,4,4,4,5,0,0.0,neutral or dissatisfied
1916,Male,Loyal Customer,34,Business travel,Business,351,2,2,2,2,3,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
71127,Female,Loyal Customer,56,Business travel,Business,1739,4,4,4,4,4,4,5,3,3,2,3,4,3,3,0,0.0,satisfied
50195,Female,Loyal Customer,37,Business travel,Eco,266,4,2,2,2,4,4,4,4,2,4,2,2,1,4,0,0.0,satisfied
32690,Female,Loyal Customer,39,Business travel,Eco,201,4,3,4,3,4,4,4,4,2,3,3,5,5,4,0,0.0,satisfied
42108,Female,Loyal Customer,54,Business travel,Business,996,1,2,5,2,1,3,4,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
76583,Male,Loyal Customer,38,Business travel,Business,481,1,3,3,3,5,4,4,1,1,1,1,3,1,4,0,0.0,neutral or dissatisfied
28226,Male,Loyal Customer,28,Personal Travel,Eco Plus,569,1,5,0,3,3,0,3,3,4,2,5,5,5,3,0,0.0,neutral or dissatisfied
100894,Male,Loyal Customer,63,Business travel,Business,2501,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
119569,Male,Loyal Customer,60,Business travel,Business,759,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
42860,Female,Loyal Customer,62,Personal Travel,Eco,328,2,2,2,5,3,4,5,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
117254,Female,Loyal Customer,39,Personal Travel,Eco,651,1,2,0,3,1,0,4,1,1,4,3,3,4,1,0,0.0,neutral or dissatisfied
22961,Female,Loyal Customer,40,Business travel,Business,3961,4,4,4,4,2,5,1,5,5,5,5,4,5,2,0,0.0,satisfied
49478,Male,Loyal Customer,59,Business travel,Business,3715,4,4,4,4,2,5,4,4,4,4,4,2,4,1,0,0.0,satisfied
50055,Male,disloyal Customer,54,Business travel,Eco,158,1,4,1,4,5,1,5,5,2,5,4,3,4,5,0,0.0,neutral or dissatisfied
93551,Female,Loyal Customer,40,Business travel,Business,949,1,1,1,1,4,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
27225,Female,disloyal Customer,22,Business travel,Eco,1024,2,2,2,2,2,2,2,2,1,1,3,1,2,2,0,0.0,neutral or dissatisfied
32356,Male,Loyal Customer,60,Business travel,Eco,102,3,2,2,2,3,3,3,3,3,4,4,4,4,3,0,0.0,neutral or dissatisfied
31395,Female,Loyal Customer,55,Business travel,Eco,1199,4,2,2,2,2,1,5,4,4,4,4,1,4,3,0,0.0,satisfied
59382,Female,disloyal Customer,24,Business travel,Eco,1056,3,4,4,1,2,4,2,2,2,2,4,4,5,2,0,0.0,neutral or dissatisfied
84044,Female,Loyal Customer,58,Business travel,Business,2129,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
48399,Female,disloyal Customer,43,Business travel,Eco Plus,674,4,4,4,3,3,4,2,3,1,2,2,4,2,3,0,0.0,neutral or dissatisfied
42686,Male,Loyal Customer,51,Business travel,Business,516,1,5,5,5,3,3,3,1,1,1,1,1,1,4,0,0.0,neutral or dissatisfied
75037,Female,Loyal Customer,49,Personal Travel,Eco,236,2,4,2,3,4,4,5,4,4,2,4,3,4,5,0,0.0,neutral or dissatisfied
119501,Male,Loyal Customer,60,Business travel,Business,759,2,2,2,2,3,5,4,2,2,2,2,5,2,5,0,0.0,satisfied
40353,Female,Loyal Customer,24,Personal Travel,Eco,1428,4,4,4,4,2,4,2,2,1,5,4,1,3,2,0,0.0,satisfied
14644,Male,Loyal Customer,53,Personal Travel,Eco,948,5,1,5,2,2,5,2,2,2,1,1,3,1,2,0,0.0,satisfied
31145,Male,Loyal Customer,40,Business travel,Business,1502,5,5,5,5,1,4,3,4,4,4,4,2,4,4,0,0.0,satisfied
17302,Male,Loyal Customer,48,Business travel,Business,403,3,3,3,3,2,5,2,4,4,4,4,2,4,4,0,0.0,satisfied
75526,Male,Loyal Customer,42,Business travel,Business,337,0,0,0,3,3,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
40350,Female,Loyal Customer,10,Business travel,Eco,1428,3,2,2,2,3,3,4,3,3,5,4,1,4,3,0,0.0,neutral or dissatisfied
32217,Male,Loyal Customer,60,Business travel,Business,216,1,2,2,2,1,4,3,2,2,2,1,4,2,3,0,0.0,neutral or dissatisfied
66875,Male,Loyal Customer,49,Business travel,Business,2727,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
45064,Male,Loyal Customer,38,Business travel,Business,2653,0,0,0,3,4,1,2,1,1,1,1,2,1,5,0,0.0,satisfied
114947,Male,disloyal Customer,23,Business travel,Eco,373,2,0,2,1,3,2,3,3,4,2,4,4,5,3,0,0.0,neutral or dissatisfied
67590,Female,disloyal Customer,22,Business travel,Eco,1171,4,4,4,1,5,4,5,5,5,3,4,4,4,5,0,0.0,satisfied
92628,Female,disloyal Customer,37,Business travel,Eco,453,2,4,2,3,3,2,3,3,4,4,4,2,3,3,0,0.0,neutral or dissatisfied
48965,Female,disloyal Customer,25,Business travel,Eco,158,1,0,1,4,3,1,1,3,2,3,2,5,1,3,0,0.0,neutral or dissatisfied
9081,Female,Loyal Customer,24,Personal Travel,Eco,160,1,3,1,2,3,1,5,3,3,5,5,1,1,3,0,0.0,neutral or dissatisfied
30437,Male,Loyal Customer,17,Business travel,Eco,851,5,2,2,2,5,5,4,5,5,5,3,2,5,5,0,0.0,satisfied
76636,Female,disloyal Customer,25,Business travel,Eco,357,2,0,2,2,2,2,2,2,4,5,2,3,1,2,0,0.0,neutral or dissatisfied
45106,Female,Loyal Customer,38,Business travel,Business,157,4,4,4,4,3,5,1,5,5,5,5,5,5,3,0,0.0,satisfied
65431,Female,Loyal Customer,44,Personal Travel,Eco,2165,3,5,3,1,5,4,4,3,3,3,3,5,3,4,0,0.0,neutral or dissatisfied
64278,Female,Loyal Customer,24,Business travel,Business,1172,3,3,3,3,5,4,5,5,4,2,5,4,4,5,0,0.0,satisfied
41683,Male,Loyal Customer,46,Personal Travel,Eco,843,1,5,1,3,3,1,3,3,1,2,2,3,3,3,0,0.0,neutral or dissatisfied
98519,Male,Loyal Customer,44,Business travel,Eco,402,4,1,1,1,4,4,4,4,4,2,3,1,4,4,0,0.0,satisfied
22118,Female,Loyal Customer,30,Personal Travel,Eco,694,1,4,1,3,5,1,5,5,3,2,5,3,4,5,0,0.0,neutral or dissatisfied
113000,Female,Loyal Customer,54,Business travel,Business,1797,1,1,1,1,4,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
21843,Female,Loyal Customer,34,Business travel,Business,2346,2,2,2,2,5,4,5,2,2,2,2,5,2,5,0,0.0,satisfied
68994,Female,Loyal Customer,35,Business travel,Business,2422,2,2,2,2,5,5,5,5,3,3,4,5,4,5,0,0.0,satisfied
121706,Female,disloyal Customer,23,Business travel,Business,683,4,0,5,5,4,5,4,4,3,3,4,4,4,4,0,0.0,satisfied
73890,Male,disloyal Customer,24,Business travel,Eco,998,3,3,3,1,4,3,3,4,5,5,3,4,4,4,0,0.0,neutral or dissatisfied
54770,Male,disloyal Customer,25,Business travel,Eco Plus,787,2,5,2,4,4,2,4,4,2,2,4,5,1,4,0,0.0,neutral or dissatisfied
76187,Male,disloyal Customer,46,Business travel,Business,2422,1,1,1,3,1,1,1,1,3,2,5,5,5,1,0,0.0,neutral or dissatisfied
86409,Female,Loyal Customer,29,Business travel,Business,853,3,3,3,3,5,5,5,5,5,3,4,3,4,5,0,0.0,satisfied
63237,Male,Loyal Customer,40,Business travel,Business,372,4,1,1,1,3,4,4,4,4,4,4,1,4,3,0,0.0,neutral or dissatisfied
67113,Male,Loyal Customer,51,Business travel,Eco,929,3,2,3,2,3,3,3,3,3,4,4,4,3,3,0,0.0,neutral or dissatisfied
93554,Male,Loyal Customer,48,Business travel,Business,2718,3,4,3,3,2,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
107176,Male,Loyal Customer,70,Business travel,Eco,402,3,2,2,2,3,3,3,3,3,5,3,4,4,3,0,0.0,neutral or dissatisfied
27555,Male,Loyal Customer,56,Personal Travel,Eco,671,0,4,0,1,4,4,4,4,5,3,4,4,4,4,0,0.0,satisfied
101349,Female,Loyal Customer,23,Personal Travel,Eco,2026,1,4,2,1,4,2,3,4,3,5,3,4,5,4,0,0.0,neutral or dissatisfied
30816,Male,Loyal Customer,26,Business travel,Business,2659,3,3,5,3,2,2,2,2,1,5,5,4,3,2,0,0.0,satisfied
58398,Female,disloyal Customer,15,Business travel,Business,733,4,4,4,2,3,4,3,3,4,5,4,4,5,3,0,0.0,satisfied
75130,Male,disloyal Customer,35,Business travel,Business,1744,1,1,1,4,4,1,4,4,5,3,4,5,4,4,0,0.0,neutral or dissatisfied
64167,Male,Loyal Customer,7,Personal Travel,Eco,989,1,4,1,4,5,1,5,5,3,2,4,3,4,5,0,0.0,neutral or dissatisfied
85723,Male,Loyal Customer,56,Business travel,Business,3540,3,3,2,3,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
79169,Female,Loyal Customer,24,Business travel,Business,2422,1,1,1,1,4,4,4,3,3,3,4,4,5,4,0,0.0,satisfied
127677,Female,Loyal Customer,46,Personal Travel,Eco,2153,0,4,0,1,3,5,4,1,1,0,1,5,1,3,0,0.0,satisfied
63571,Male,Loyal Customer,56,Personal Travel,Eco,1737,4,5,4,5,1,4,1,1,4,5,5,4,5,1,0,0.0,neutral or dissatisfied
24303,Female,disloyal Customer,33,Business travel,Eco Plus,134,2,2,2,4,2,2,2,2,4,5,2,1,2,2,0,0.0,neutral or dissatisfied
75974,Male,Loyal Customer,47,Business travel,Business,228,3,3,3,3,2,2,3,5,5,5,5,3,5,2,0,0.0,satisfied
48987,Male,Loyal Customer,37,Business travel,Business,1992,1,1,1,1,2,4,3,5,5,5,4,1,5,2,0,0.0,satisfied
113987,Male,Loyal Customer,39,Business travel,Eco,1728,1,1,1,1,1,1,1,1,2,3,2,2,2,1,0,0.0,neutral or dissatisfied
80299,Female,Loyal Customer,33,Business travel,Business,2674,5,5,5,5,3,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
118244,Female,Loyal Customer,43,Personal Travel,Business,1788,1,5,1,1,3,3,5,3,3,1,3,4,3,3,0,0.0,neutral or dissatisfied
29567,Female,disloyal Customer,28,Business travel,Eco,1312,4,5,5,3,4,4,4,4,5,1,4,2,2,4,0,0.0,neutral or dissatisfied
91169,Male,Loyal Customer,10,Personal Travel,Eco,406,2,4,2,3,5,2,5,5,3,2,4,5,5,5,0,0.0,neutral or dissatisfied
118625,Female,disloyal Customer,40,Business travel,Business,621,4,4,4,3,3,4,3,3,4,5,5,5,4,3,0,0.0,satisfied
7983,Male,Loyal Customer,60,Business travel,Business,2294,0,4,0,2,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
81507,Male,disloyal Customer,20,Business travel,Eco,408,3,0,3,4,3,3,3,3,5,2,5,4,4,3,0,0.0,neutral or dissatisfied
78187,Male,Loyal Customer,36,Business travel,Eco,259,1,4,3,4,1,1,1,1,1,2,3,2,3,1,0,0.0,neutral or dissatisfied
52473,Female,Loyal Customer,17,Personal Travel,Eco Plus,451,2,3,2,1,2,2,2,2,1,3,3,1,4,2,0,0.0,neutral or dissatisfied
107440,Male,Loyal Customer,9,Personal Travel,Eco,523,4,5,4,2,4,4,4,4,4,5,5,5,4,4,0,0.0,neutral or dissatisfied
72291,Male,Loyal Customer,42,Personal Travel,Eco,919,4,4,3,1,1,3,1,1,3,5,4,5,5,1,0,0.0,neutral or dissatisfied
126565,Female,Loyal Customer,40,Business travel,Business,1558,2,5,5,5,1,4,3,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
34389,Female,disloyal Customer,33,Business travel,Eco,612,1,0,1,3,2,1,2,2,1,2,1,1,4,2,0,0.0,neutral or dissatisfied
104023,Female,disloyal Customer,15,Business travel,Eco,1044,5,5,5,3,4,5,4,4,5,5,5,3,5,4,0,0.0,satisfied
119490,Male,Loyal Customer,38,Business travel,Business,857,5,5,5,5,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
85905,Male,Loyal Customer,59,Business travel,Business,761,4,4,4,4,4,4,5,4,4,5,4,3,4,4,0,0.0,satisfied
51994,Female,Loyal Customer,28,Business travel,Business,3117,3,4,4,4,3,2,3,3,1,5,4,3,4,3,0,0.0,neutral or dissatisfied
15993,Male,Loyal Customer,42,Business travel,Business,1636,2,2,2,2,3,3,4,4,4,4,4,5,4,5,0,0.0,satisfied
100054,Male,Loyal Customer,14,Personal Travel,Eco,289,2,4,2,4,2,2,2,2,3,3,4,4,5,2,0,0.0,neutral or dissatisfied
51909,Female,Loyal Customer,44,Personal Travel,Eco,507,4,4,4,2,5,4,4,5,5,4,5,3,5,5,0,0.0,satisfied
89809,Female,disloyal Customer,24,Business travel,Business,1096,0,4,0,2,4,0,4,4,3,2,5,4,4,4,0,0.0,satisfied
33390,Male,Loyal Customer,36,Personal Travel,Eco Plus,2614,1,3,1,4,2,1,2,2,2,4,2,1,3,2,0,0.0,neutral or dissatisfied
11083,Male,Loyal Customer,34,Personal Travel,Eco,224,2,4,2,1,3,2,3,3,5,4,5,5,5,3,0,0.0,neutral or dissatisfied
126634,Male,disloyal Customer,28,Business travel,Business,602,3,3,3,4,5,3,5,5,3,5,4,4,4,5,0,0.0,neutral or dissatisfied
65242,Female,Loyal Customer,47,Business travel,Business,2962,2,2,2,2,2,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
115324,Male,disloyal Customer,27,Business travel,Eco,404,3,2,3,4,4,3,4,4,4,2,3,1,4,4,0,0.0,neutral or dissatisfied
27871,Female,Loyal Customer,51,Business travel,Eco Plus,1448,2,5,5,5,4,4,4,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
34959,Male,Loyal Customer,27,Business travel,Eco Plus,187,0,0,0,4,2,0,3,2,2,4,5,4,2,2,0,0.0,satisfied
92173,Male,Loyal Customer,53,Business travel,Business,2079,5,5,1,5,3,3,5,4,4,4,4,4,4,5,0,0.0,satisfied
100764,Male,disloyal Customer,20,Business travel,Eco,1411,4,4,4,4,4,4,4,4,3,3,4,3,4,4,0,0.0,satisfied
82232,Male,Loyal Customer,44,Business travel,Eco,405,2,5,5,5,2,2,2,2,1,1,4,3,1,2,0,0.0,satisfied
15333,Male,Loyal Customer,11,Personal Travel,Eco,589,2,5,2,3,2,2,2,2,4,2,5,5,5,2,0,0.0,neutral or dissatisfied
93356,Female,Loyal Customer,38,Business travel,Business,436,2,2,2,2,3,1,4,5,5,5,5,4,5,5,0,0.0,satisfied
83925,Female,Loyal Customer,20,Personal Travel,Business,373,2,4,2,3,2,2,2,2,3,4,5,3,4,2,0,0.0,neutral or dissatisfied
123558,Male,Loyal Customer,52,Business travel,Business,1773,1,3,1,1,4,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
77918,Female,disloyal Customer,24,Business travel,Eco,214,4,4,5,2,5,5,5,5,4,4,4,3,5,5,0,0.0,satisfied
114669,Female,Loyal Customer,33,Business travel,Business,1683,2,2,2,2,5,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
9570,Male,Loyal Customer,53,Business travel,Business,3642,2,2,4,2,3,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
60947,Female,disloyal Customer,26,Business travel,Business,888,1,1,1,4,4,1,1,4,3,4,5,5,5,4,0,0.0,neutral or dissatisfied
87951,Male,Loyal Customer,43,Personal Travel,Business,404,1,4,1,4,3,4,5,4,4,1,4,3,4,5,0,0.0,neutral or dissatisfied
83494,Female,Loyal Customer,46,Business travel,Eco,946,2,4,5,5,3,3,4,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied
36369,Male,Loyal Customer,38,Business travel,Eco,200,5,4,4,4,5,5,5,5,2,3,5,1,1,5,0,0.0,satisfied
92112,Male,Loyal Customer,54,Personal Travel,Eco,1535,2,2,2,3,5,2,5,5,4,1,2,3,2,5,0,0.0,neutral or dissatisfied
5105,Male,Loyal Customer,59,Personal Travel,Eco,235,3,4,3,3,5,3,5,5,3,1,5,4,5,5,0,0.0,neutral or dissatisfied
36282,Female,Loyal Customer,7,Personal Travel,Eco Plus,728,4,3,4,5,3,4,3,3,4,4,3,5,3,3,0,0.0,neutral or dissatisfied
96905,Male,Loyal Customer,49,Personal Travel,Eco,972,2,5,2,5,5,2,5,5,4,4,5,4,4,5,0,0.0,neutral or dissatisfied
90283,Female,Loyal Customer,23,Business travel,Business,879,4,3,3,3,4,4,4,4,2,3,4,1,3,4,0,0.0,neutral or dissatisfied
105070,Female,Loyal Customer,17,Personal Travel,Business,289,4,5,3,1,5,3,5,5,5,3,5,4,4,5,0,0.0,neutral or dissatisfied
44285,Male,disloyal Customer,21,Business travel,Eco,1123,4,5,5,3,5,5,4,5,3,4,5,5,4,5,0,0.0,satisfied
50527,Male,Loyal Customer,34,Personal Travel,Eco,363,4,4,2,1,4,2,4,4,4,5,4,5,5,4,0,0.0,satisfied
1563,Male,Loyal Customer,67,Personal Travel,Business,237,4,4,4,2,1,4,4,3,3,4,3,3,3,5,0,0.0,neutral or dissatisfied
23426,Female,disloyal Customer,24,Business travel,Eco,1201,4,3,3,5,5,3,5,5,3,1,5,1,2,5,0,0.0,satisfied
33203,Male,Loyal Customer,35,Business travel,Eco Plus,102,5,1,1,1,5,5,5,5,1,1,5,1,5,5,0,0.0,satisfied
89155,Female,Loyal Customer,62,Personal Travel,Eco,1919,5,4,5,4,3,4,4,1,1,5,4,4,1,5,0,0.0,satisfied
94919,Female,disloyal Customer,38,Business travel,Eco,189,3,2,3,4,1,3,1,1,2,4,4,1,3,1,0,0.0,neutral or dissatisfied
91434,Female,Loyal Customer,60,Business travel,Business,2624,5,5,5,5,4,4,5,3,3,4,3,5,3,3,0,0.0,satisfied
53691,Female,Loyal Customer,28,Business travel,Business,2254,1,1,1,1,4,4,4,4,2,2,1,4,1,4,0,0.0,satisfied
31026,Male,disloyal Customer,38,Business travel,Eco Plus,391,1,1,1,4,2,1,2,2,2,4,2,5,1,2,0,0.0,neutral or dissatisfied
30062,Male,Loyal Customer,33,Business travel,Business,399,3,3,3,3,1,2,1,1,5,4,1,4,5,1,0,0.0,satisfied
5695,Male,Loyal Customer,37,Business travel,Business,3863,4,3,3,3,3,3,4,4,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
32640,Female,disloyal Customer,33,Business travel,Eco,101,2,3,2,2,3,2,3,3,3,2,1,5,4,3,0,0.0,neutral or dissatisfied
19265,Female,Loyal Customer,49,Personal Travel,Eco,802,3,3,3,3,3,5,4,3,3,3,4,4,3,3,0,0.0,neutral or dissatisfied
119030,Male,Loyal Customer,26,Personal Travel,Eco,1460,2,4,2,2,2,2,2,2,4,2,5,4,5,2,0,0.0,neutral or dissatisfied
19652,Female,Loyal Customer,56,Business travel,Eco,763,1,3,3,3,2,4,3,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied
95973,Male,Loyal Customer,44,Business travel,Business,583,5,5,5,5,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
86044,Female,Loyal Customer,34,Personal Travel,Eco,432,4,4,4,5,5,4,4,5,3,1,2,2,4,5,0,0.0,neutral or dissatisfied
81061,Female,disloyal Customer,39,Business travel,Business,1399,2,2,2,3,1,2,1,1,4,5,3,4,4,1,0,0.0,neutral or dissatisfied
129462,Male,Loyal Customer,66,Personal Travel,Eco Plus,414,1,4,1,4,2,1,5,2,3,1,4,2,4,2,0,0.0,neutral or dissatisfied
10008,Female,Loyal Customer,37,Personal Travel,Eco,508,5,5,1,4,3,1,3,3,1,4,2,5,3,3,0,0.0,satisfied
45752,Male,Loyal Customer,37,Business travel,Business,391,3,3,3,3,1,4,2,4,4,5,4,5,4,2,0,0.0,satisfied
30800,Female,Loyal Customer,70,Personal Travel,Eco,701,3,5,2,1,3,5,5,5,5,2,5,5,5,5,0,0.0,neutral or dissatisfied
78829,Female,Loyal Customer,37,Personal Travel,Eco,554,2,5,2,5,2,2,1,2,3,2,4,3,5,2,0,0.0,neutral or dissatisfied
78326,Male,disloyal Customer,46,Business travel,Business,1547,4,4,4,2,4,4,2,4,4,2,4,4,5,4,0,0.0,neutral or dissatisfied
64969,Male,Loyal Customer,77,Business travel,Business,3768,3,4,4,4,2,4,3,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
79232,Male,Loyal Customer,25,Business travel,Business,1521,3,4,2,4,3,3,3,3,4,1,3,4,4,3,0,0.0,neutral or dissatisfied
57701,Male,Loyal Customer,39,Personal Travel,Eco,867,1,1,1,3,1,1,1,1,2,4,4,4,4,1,0,0.0,neutral or dissatisfied
93802,Male,Loyal Customer,36,Personal Travel,Eco,1259,2,4,2,4,1,2,1,1,5,4,5,5,5,1,0,0.0,neutral or dissatisfied
106521,Male,Loyal Customer,37,Business travel,Business,271,3,3,2,3,4,1,2,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
122118,Female,Loyal Customer,59,Business travel,Business,130,0,4,0,2,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
72898,Female,Loyal Customer,56,Business travel,Business,1096,1,1,1,1,3,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
24422,Male,Loyal Customer,26,Business travel,Eco,634,4,3,3,3,4,4,1,4,1,4,3,2,4,4,0,0.0,neutral or dissatisfied
48230,Female,Loyal Customer,13,Personal Travel,Eco,236,2,4,2,4,5,2,5,5,4,4,5,5,4,5,0,0.0,neutral or dissatisfied
50504,Female,Loyal Customer,33,Personal Travel,Eco,262,4,5,4,2,2,4,2,2,1,3,2,2,3,2,0,0.0,satisfied
79557,Male,Loyal Customer,53,Business travel,Business,1855,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
70833,Male,Loyal Customer,60,Business travel,Business,761,5,5,5,5,5,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
39298,Female,Loyal Customer,49,Personal Travel,Eco,268,1,2,0,4,3,3,3,2,2,0,2,3,2,2,0,0.0,neutral or dissatisfied
32226,Male,Loyal Customer,50,Business travel,Eco,102,4,3,3,3,4,4,4,4,5,2,3,2,2,4,0,0.0,satisfied
101773,Female,Loyal Customer,48,Business travel,Business,1521,1,1,1,1,3,5,5,2,2,2,2,5,2,4,0,0.0,satisfied
121211,Male,Loyal Customer,56,Business travel,Business,2075,2,4,1,4,1,1,2,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
109998,Female,Loyal Customer,44,Personal Travel,Business,1142,3,5,3,3,4,4,3,1,1,3,1,1,1,1,0,0.0,neutral or dissatisfied
111015,Male,Loyal Customer,49,Business travel,Business,2645,4,4,4,4,3,4,4,4,4,4,5,5,4,5,0,0.0,satisfied
47560,Female,Loyal Customer,47,Personal Travel,Eco Plus,584,0,4,0,3,5,4,5,2,2,4,3,4,2,3,0,0.0,satisfied
82485,Female,Loyal Customer,25,Personal Travel,Eco Plus,509,3,4,3,3,1,3,1,1,1,4,5,4,1,1,0,0.0,neutral or dissatisfied
44611,Female,Loyal Customer,53,Business travel,Eco,508,3,3,3,3,3,3,3,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
107347,Female,Loyal Customer,51,Business travel,Business,2985,4,4,4,4,3,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
50559,Female,Loyal Customer,40,Personal Travel,Eco,89,4,4,4,4,2,4,2,2,3,2,5,3,4,2,0,0.0,neutral or dissatisfied
92271,Female,Loyal Customer,43,Business travel,Business,1900,1,1,2,1,4,3,5,5,5,5,5,4,5,3,0,0.0,satisfied
46947,Female,Loyal Customer,11,Personal Travel,Eco,833,3,1,3,3,1,3,1,1,1,1,3,3,2,1,0,0.0,neutral or dissatisfied
18095,Female,Loyal Customer,35,Business travel,Eco Plus,605,5,4,4,4,5,5,5,5,2,4,1,3,5,5,0,0.0,satisfied
26379,Male,Loyal Customer,52,Personal Travel,Eco,828,3,3,2,2,5,2,2,5,4,3,2,4,3,5,0,0.0,neutral or dissatisfied
62807,Female,Loyal Customer,33,Personal Travel,Eco,2338,0,1,1,2,2,1,2,2,3,5,3,4,2,2,0,0.0,satisfied
99968,Female,Loyal Customer,18,Business travel,Business,888,2,2,2,2,4,4,4,4,5,4,4,4,5,4,0,0.0,satisfied
36330,Male,Loyal Customer,30,Business travel,Business,395,1,2,2,2,1,1,1,1,4,5,4,1,4,1,0,0.0,neutral or dissatisfied
28246,Female,Loyal Customer,19,Personal Travel,Eco,1009,3,5,3,1,1,3,2,1,5,2,4,3,4,1,0,0.0,neutral or dissatisfied
24397,Male,Loyal Customer,20,Personal Travel,Eco Plus,669,3,4,3,3,4,3,4,4,5,4,5,4,5,4,0,0.0,neutral or dissatisfied
7150,Male,Loyal Customer,35,Business travel,Business,116,3,3,3,3,2,5,4,5,5,5,4,4,5,3,0,0.0,satisfied
78097,Female,Loyal Customer,59,Business travel,Eco,684,2,4,4,4,3,4,4,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
100144,Male,Loyal Customer,44,Business travel,Business,3719,3,3,2,3,3,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
7665,Female,Loyal Customer,43,Business travel,Business,3952,4,4,4,4,4,4,3,4,4,4,4,1,4,3,0,0.0,neutral or dissatisfied
21176,Male,Loyal Customer,25,Personal Travel,Business,192,1,5,0,4,3,0,3,3,5,5,4,4,5,3,0,0.0,neutral or dissatisfied
125460,Female,Loyal Customer,51,Business travel,Business,2917,3,5,1,1,5,3,3,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
121677,Female,Loyal Customer,67,Personal Travel,Eco,328,1,1,1,3,4,3,3,5,5,1,5,4,5,3,0,0.0,neutral or dissatisfied
93409,Male,Loyal Customer,21,Business travel,Business,697,4,4,4,4,4,4,4,4,3,4,4,5,4,4,0,0.0,satisfied
109127,Male,Loyal Customer,32,Business travel,Business,3183,4,4,4,4,3,4,3,3,4,5,5,5,5,3,0,0.0,satisfied
116601,Female,Loyal Customer,52,Business travel,Business,2831,2,2,2,2,2,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
38640,Female,Loyal Customer,37,Business travel,Eco,2611,5,3,3,3,5,5,5,5,4,1,5,4,3,5,0,0.0,satisfied
121313,Male,disloyal Customer,21,Business travel,Eco,1009,4,4,4,3,1,4,3,1,3,1,4,3,4,1,0,0.0,neutral or dissatisfied
59969,Male,Loyal Customer,45,Business travel,Eco,537,5,5,4,4,5,5,5,5,1,4,2,1,5,5,0,0.0,satisfied
100792,Male,disloyal Customer,15,Business travel,Eco,748,3,3,3,4,3,3,3,3,4,1,4,4,3,3,0,0.0,neutral or dissatisfied
24624,Female,Loyal Customer,77,Business travel,Business,3259,4,2,2,2,3,4,4,3,3,3,4,1,3,1,0,0.0,neutral or dissatisfied
