Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Class_Eco,Class_Eco Plus,Arrival Delay in Minutes_log
0.0,-0.625,0.0,2.2787742899850523,-1.0,-1.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.5,0.0,0.0,0.0
0.0,0.5833333333333334,0.0,0.48953662182361735,0.0,-1.0,0.5,-0.5,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,0.0,1.0,0.0,0.0
0.0,-0.9583333333333334,1.0,1.094170403587444,-1.0,0.5,-1.0,-0.5,-1.5,-0.6666666666666666,-1.0,-1.0,-1.0,-0.5,0.0,0.0,-0.5,1.0,0.0,0.0
0.0,0.4583333333333333,0.0,0.6375186846038864,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.0,1.8086696562032885,1.0,1.0,1.0,-0.5,-1.5,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0
0.0,-1.0416666666666667,1.0,-0.3460388639760837,-0.5,-1.0,-1.0,1.0,-1.5,0.3333333333333333,0.5,-0.5,-1.0,-1.0,-1.0,-1.5,1.0,1.0,0.0,0.0
0.0,-0.375,0.0,-0.5485799701046338,-1.5,0.0,-1.5,1.0,0.5,0.3333333333333333,0.5,0.5,-1.5,-1.0,0.0,0.5,1.0,0.0,0.0,0.0
0.0,1.0416666666666667,1.0,0.08370702541106129,0.0,-1.0,0.5,-0.5,0.0,-0.6666666666666666,-1.0,-1.0,-0.5,-0.5,-2.0,-0.5,-0.5,1.0,0.0,0.0
0.0,0.125,0.0,1.1704035874439462,-0.5,-0.5,-0.5,0.5,-0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.4166666666666667,0.0,1.5014947683109119,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.5,-0.5,0.0,-0.5,2.0,-1.5,-1.0,0.0,0.0,0.0
0.0,0.16666666666666666,0.0,1.1233183856502242,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
0.0,-0.75,0.0,-0.5097159940209267,1.0,1.0,1.0,1.0,0.5,-0.3333333333333333,0.5,0.0,-1.0,-1.0,0.0,0.5,1.0,1.0,0.0,0.0
0.0,0.0,1.0,-0.4828101644245142,-1.0,1.0,-1.0,-0.5,-1.5,-0.6666666666666666,-1.0,0.5,-1.0,0.0,0.0,0.5,-0.5,1.0,0.0,0.0
0.0,0.6666666666666666,0.0,-0.43946188340807174,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.5,0.5,0.5,0.5,2.0,0.5,0.0,0.0,0.0,0.0
0.0,1.0416666666666667,1.0,-0.11733931240657698,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,-1.0,-1.0,0.0,-1.5,2.0,-1.0,0.5,1.0,0.0,0.0
0.0,0.4166666666666667,0.0,2.197309417040359,-0.5,0.0,0.0,-1.0,-0.5,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
0.0,0.2916666666666667,0.0,-0.3131539611360239,-0.5,0.0,0.0,0.0,0.0,-0.3333333333333333,-1.0,-1.0,-0.5,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
0.0,0.08333333333333333,1.0,-0.5276532137518685,0.0,-1.0,0.0,0.5,-0.5,0.0,0.0,0.0,-1.0,0.0,1.0,-0.5,0.5,1.0,0.0,0.0
0.0,-0.08333333333333333,0.0,0.29970104633781763,0.5,0.5,0.5,-0.5,-0.5,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
0.0,0.7083333333333334,1.0,-0.27204783258594917,1.0,0.0,1.0,-0.5,0.5,-0.6666666666666666,-1.0,-1.0,-1.0,-1.5,0.0,-1.0,-0.5,1.0,0.0,0.0
1.0,-1.0833333333333333,0.0,0.18535127055306427,-1.0,-1.0,-1.0,1.0,-1.5,-1.0,0.5,0.0,-1.5,0.0,-2.0,-0.5,1.0,1.0,0.0,0.0
0.0,0.4166666666666667,0.0,0.8363228699551569,0.5,0.5,0.5,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0
0.0,-0.5833333333333334,1.0,0.26831091180866967,-0.5,1.0,0.0,-0.5,-0.5,-0.6666666666666666,-1.0,0.0,0.0,0.5,1.0,0.5,-0.5,1.0,0.0,0.0
0.0,0.875,1.0,0.01046337817638266,0.0,0.5,0.0,0.5,-0.5,0.0,0.0,-1.0,-1.5,0.0,-1.0,0.0,0.5,1.0,0.0,0.0
0.0,1.0,1.0,-0.531390134529148,-1.0,0.5,-1.0,-0.5,-0.5,0.3333333333333333,-1.0,-1.0,-1.5,-1.0,2.0,-1.0,0.5,1.0,0.0,0.0
0.0,-1.2083333333333333,1.0,-0.12929745889387145,0.0,-1.0,0.0,-0.5,-0.5,-0.6666666666666666,-1.0,-1.0,-0.5,-1.0,-1.0,0.0,-0.5,1.0,0.0,0.0
0.0,-0.8333333333333334,1.0,-0.23168908819133036,-0.5,0.5,-0.5,0.5,-1.0,0.0,0.0,0.5,-1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0
0.0,-0.041666666666666664,0.0,1.851270553064275,-1.0,1.0,-1.0,0.0,0.0,0.3333333333333333,-1.5,-1.5,-1.0,-1.5,0.0,-1.5,0.0,0.0,0.0,0.0
0.0,0.4166666666666667,0.0,0.577727952167414,0.0,-1.0,0.0,-0.5,-1.0,-1.0,0.5,0.5,0.5,0.5,2.0,0.5,-1.0,0.0,0.0,0.0
0.0,0.16666666666666666,0.0,2.2787742899850523,-1.0,-1.0,-1.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
0.0,-0.9166666666666666,1.0,1.2249626307922272,-0.5,0.5,-0.5,-0.5,-1.5,-1.0,0.5,-1.0,0.5,0.5,-2.0,0.0,-1.0,1.0,0.0,0.0
0.0,-0.3333333333333333,1.0,-0.5366218236173393,-1.0,1.0,-1.0,0.5,-1.5,0.0,0.0,-0.5,-0.5,-1.0,1.0,-0.5,0.5,1.0,0.0,0.0
1.0,-0.5416666666666666,0.0,2.2787742899850523,-1.5,-1.5,-1.5,-1.0,0.5,-0.6666666666666666,0.5,-1.0,0.0,0.5,-1.0,-0.5,-0.5,0.0,0.0,0.0
0.0,-0.9166666666666666,1.0,-0.10837070254110613,0.0,0.5,0.0,0.5,-0.5,0.0,0.0,-0.5,-1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0
0.0,0.16666666666666666,1.0,-0.296711509715994,0.5,0.5,0.0,0.0,-0.5,-0.3333333333333333,-0.5,-0.5,0.0,0.0,2.0,0.5,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.8871449925261584,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.7083333333333334,0.0,-0.351270553064275,-0.5,0.0,-0.5,1.0,-1.0,0.3333333333333333,0.5,-0.5,0.5,-0.5,-1.0,-0.5,1.0,1.0,0.0,0.0
0.0,0.16666666666666666,0.0,0.8064275037369207,-0.5,-0.5,-0.5,-0.5,0.0,0.3333333333333333,0.5,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.0
1.0,0.2916666666666667,0.0,-0.2952167414050822,0.0,0.5,0.5,1.0,-0.5,-1.0,0.5,-1.5,-1.5,-0.5,0.0,-0.5,1.0,0.0,1.0,0.0
0.0,0.25,0.0,0.9342301943198804,-1.0,-1.0,-1.0,-0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0.0,0.16666666666666666,1.0,0.9985052316890882,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,-1.0,-1.0,-0.5,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0
1.0,-1.3333333333333333,0.0,-0.1532137518684604,-1.5,-1.5,-1.5,0.0,-2.0,-0.3333333333333333,-0.5,0.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.5,0.0,0.5201793721973094,0.5,0.5,0.5,0.0,0.0,-0.3333333333333333,-0.5,0.5,-1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0
0.0,0.4166666666666667,0.0,2.218236173393124,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2.0,0.5,0.0,0.0,0.0,0.0
0.0,0.7083333333333334,0.0,0.006726457399103139,1.0,-0.5,-0.5,1.0,0.5,0.3333333333333333,0.5,-1.0,-0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.0
0.0,0.4166666666666667,1.0,-0.452914798206278,-1.0,0.5,-1.0,-0.5,-1.5,-0.6666666666666666,-1.0,-0.5,0.0,0.5,1.0,0.0,-0.5,1.0,0.0,0.0
1.0,-0.041666666666666664,0.0,0.053064275037369206,1.0,1.0,1.0,0.5,0.5,0.0,0.0,-0.5,-0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.0
0.0,0.9583333333333334,0.0,-0.5246636771300448,0.0,1.0,1.0,1.0,-0.5,0.0,-1.0,-1.0,-0.5,-0.5,-2.0,-1.0,-1.0,0.0,0.0,0.0
0.0,-0.6666666666666666,0.0,1.0059790732436473,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0
0.0,-1.125,1.0,0.026158445440956652,0.0,0.0,-0.5,-1.0,-1.0,-1.0,-1.5,0.0,0.5,-0.5,1.0,-0.5,-1.0,0.0,1.0,0.0
1.0,1.0,0.0,-0.4155455904334828,1.0,1.0,1.0,0.5,0.5,-0.3333333333333333,0.0,-0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0
0.0,-0.2916666666666667,1.0,-0.42077727952167415,-0.5,0.5,1.0,-0.5,0.5,-0.6666666666666666,-1.0,0.0,-0.5,0.0,0.0,0.0,-0.5,1.0,0.0,0.0
0.0,-0.08333333333333333,0.0,1.5784753363228698,-1.5,0.5,-1.5,-0.5,0.0,-0.6666666666666666,0.5,0.5,0.5,0.5,0.0,0.5,-1.0,0.0,0.0,0.0
1.0,-0.7083333333333334,0.0,0.3153961136023916,-1.0,-1.0,-1.0,-1.0,-1.5,-1.0,-1.5,0.5,0.0,-1.5,-2.0,0.5,-1.0,1.0,0.0,0.0
0.0,0.0,1.0,-0.08071748878923767,0.5,0.0,0.0,-1.0,-0.5,0.0,-1.5,-1.5,-1.5,-0.5,1.0,0.0,-1.0,1.0,0.0,0.0
0.0,0.3333333333333333,1.0,-0.5029895366218237,-0.5,1.0,-1.5,-1.0,-2.0,-1.0,-1.5,0.0,-0.5,0.0,2.0,0.5,-1.0,1.0,0.0,0.0
0.0,0.5,0.0,-0.3968609865470852,0.0,1.0,1.0,0.5,-0.5,0.0,0.0,0.0,-1.0,-0.5,-1.0,-0.5,0.5,1.0,0.0,0.0
0.0,0.2916666666666667,0.0,1.336322869955157,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.75,0.0,1.2085201793721974,-1.0,-1.0,0.5,0.0,-0.5,-0.3333333333333333,-0.5,-0.5,0.0,-1.5,-2.0,-1.0,0.0,0.0,0.0,0.0
0.0,0.4166666666666667,0.0,-0.5493273542600897,0.5,0.5,0.5,-0.5,0.0,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0
0.0,0.375,1.0,0.12630792227204785,-0.5,1.0,-0.5,1.0,0.0,0.0,-0.5,-0.5,-1.0,-0.5,0.0,-0.5,0.0,1.0,0.0,0.0
0.0,-0.4166666666666667,0.0,2.2787742899850523,-1.0,-1.0,-1.0,1.0,0.5,0.3333333333333333,0.5,-1.5,-1.5,-1.0,-1.0,-0.5,1.0,0.0,0.0,0.0
0.0,-0.20833333333333334,0.0,0.9260089686098655,0.5,0.5,0.5,-0.5,0.5,0.0,0.5,0.5,0.5,0.5,2.0,0.5,0.0,0.0,0.0,0.0
0.0,-1.0,1.0,-0.37070254110612855,-1.0,1.0,-1.0,1.0,-1.5,0.3333333333333333,0.5,-0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.125,0.0,1.2219730941704037,0.0,0.5,-1.0,0.0,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.0,0.0,0.0
0.0,1.0,1.0,0.4992526158445441,0.5,1.0,0.5,-0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0
0.0,-1.2916666666666667,0.0,0.7593423019431988,-0.5,-1.0,-1.0,-0.5,-0.5,-0.6666666666666666,-1.0,-0.5,-1.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0
1.0,0.16666666666666666,0.0,-0.12630792227204785,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,-1.0,-0.5,-0.5,1.0,-0.5,0.5,0.0,0.0,0.0
0.0,0.041666666666666664,1.0,-0.507473841554559,0.5,0.5,0.5,0.5,0.0,-0.3333333333333333,0.0,0.0,-1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0
1.0,0.4166666666666667,0.0,-0.5485799701046338,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.5,-0.5,-1.5,-2.0,-1.5,0.5,0.0,1.0,0.0
1.0,0.375,0.0,-0.44020926756352763,0.0,0.0,0.0,1.0,-0.5,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0
0.0,-0.5,1.0,-0.28774289985052315,1.0,0.5,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.0,0.5,2.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.4166666666666667,0.0,-0.11733931240657698,0.5,-0.5,-0.5,0.5,0.0,0.0,0.0,-1.5,-0.5,-1.0,-2.0,-0.5,0.5,0.0,0.0,0.0
0.0,-1.1666666666666667,1.0,-0.4080717488789238,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,-0.5,-1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0
1.0,-0.4583333333333333,0.0,0.15695067264573992,0.0,0.0,0.0,-0.5,-0.5,-0.6666666666666666,-1.0,-1.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0
0.0,-0.6666666666666666,1.0,0.21748878923766815,-1.0,0.5,-1.0,0.5,-1.5,0.0,0.0,-0.5,-0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0
0.0,-0.5,0.0,2.1218236173393126,0.5,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,-0.6666666666666666,0.0,0.15396113602391628,-1.5,-1.5,-1.5,-1.0,-2.0,-1.0,-1.5,-1.5,0.0,0.0,-2.0,0.5,-1.0,0.0,0.0,0.0
0.0,-0.6666666666666666,1.0,0.2100149476831091,0.0,1.0,0.5,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0
0.0,0.4166666666666667,0.0,-0.16741405082212257,0.0,-0.5,-0.5,1.0,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.5,1.0,-0.5,-0.5,0.0,0.0,0.0
0.0,1.25,0.0,2.234678624813154,0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
0.0,0.375,0.0,-0.1547085201793722,1.0,0.0,-0.5,-1.0,0.0,-0.6666666666666666,0.5,0.5,0.5,0.5,2.0,0.5,-0.5,1.0,0.0,0.0
0.0,0.5,1.0,0.02391629297458894,0.5,-1.0,0.5,1.0,0.0,-1.0,0.5,0.0,-1.0,0.0,-2.0,-0.5,1.0,1.0,0.0,0.0
0.0,0.25,0.0,1.553811659192825,-1.5,1.0,-1.5,0.0,0.0,0.3333333333333333,-1.5,-1.5,-1.5,-1.5,1.0,-1.5,0.0,0.0,0.0,0.0
0.0,0.2916666666666667,1.0,-0.40358744394618834,0.0,0.0,0.0,-0.5,0.5,-0.6666666666666666,-1.0,-1.0,-0.5,-1.0,2.0,-1.0,0.0,1.0,0.0,0.0
0.0,0.8333333333333334,0.0,0.7548579970104634,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0
1.0,-1.125,0.0,-0.12481315396113603,0.5,-0.5,0.5,-0.5,0.0,-0.6666666666666666,-1.0,-1.5,0.0,-0.5,0.0,-0.5,-0.5,1.0,0.0,0.0
0.0,-0.16666666666666666,0.0,-0.3482810164424514,0.0,-0.5,-0.5,0.0,-0.5,-0.3333333333333333,-0.5,-1.0,0.5,-0.5,-1.0,-0.5,0.0,1.0,0.0,0.0
0.0,-0.2916666666666667,1.0,-0.38565022421524664,0.5,1.0,0.5,-0.5,0.0,-0.6666666666666666,-1.0,-1.5,-0.5,-1.5,-2.0,-0.5,-0.5,1.0,0.0,0.0
0.0,0.16666666666666666,1.0,1.2092675635276533,0.5,1.0,0.5,1.0,-0.5,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.5,1.0,0.0,0.0
0.0,-0.20833333333333334,1.0,-0.3243647234678625,0.0,1.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0
0.0,-0.08333333333333333,0.0,-0.4633781763826607,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,-1.0,0.0,-0.5,-2.0,0.0,1.0,0.0,1.0,0.0
0.0,0.25,0.0,1.6988041853512705,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
0.0,0.16666666666666666,0.0,-0.414050822122571,1.0,0.0,-0.5,-1.0,0.0,-1.0,0.5,0.5,0.5,0.5,1.0,0.5,-0.5,1.0,0.0,0.0
0.0,-0.625,1.0,-0.34902840059790735,-1.0,0.5,-1.0,0.0,-1.5,0.3333333333333333,-0.5,0.0,-1.0,-1.5,0.0,-1.0,0.0,1.0,0.0,0.0
0.0,0.3333333333333333,0.0,1.8572496263079223,0.5,0.5,0.5,-1.0,-1.0,-0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.5833333333333334,1.0,0.45440956651718983,-1.0,1.0,-1.0,0.0,-1.5,-1.0,-0.5,-0.5,-1.0,-0.5,2.0,0.5,0.0,0.0,1.0,0.0
0.0,0.2916666666666667,1.0,0.17937219730941703,-1.0,1.0,-0.5,0.5,0.5,0.3333333333333333,-1.5,-1.5,-1.0,-1.5,2.0,-1.5,0.5,0.0,0.0,0.0
0.0,-0.875,1.0,-0.25112107623318386,0.0,0.5,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,2.0,-1.5,0.5,1.0,0.0,0.0
0.0,-0.75,1.0,0.09566517189835576,-1.0,1.0,-1.0,-0.5,-1.5,-0.6666666666666666,-1.0,0.5,0.5,0.5,2.0,0.0,-0.5,1.0,0.0,0.0
1.0,-0.7083333333333334,0.0,-0.34678624813153963,0.5,-1.5,0.5,-1.0,0.0,-1.0,-1.5,0.5,-1.5,-1.0,2.0,0.0,-1.0,1.0,0.0,0.0
0.0,-0.3333333333333333,0.0,-0.23243647234678624,-1.5,-1.5,-1.5,1.0,-2.0,-0.6666666666666666,0.5,-1.0,0.5,-1.0,-1.0,0.5,1.0,1.0,0.0,0.0
0.0,0.5416666666666666,0.0,0.5695067264573991,0.0,0.5,0.5,-0.5,0.0,0.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,-1.0,0.0,0.0,0.0
0.0,0.5833333333333334,0.0,-0.17862481315396114,0.5,0.5,0.5,-0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0
0.0,-0.041666666666666664,0.0,2.226457399103139,-1.0,-1.0,-1.0,-0.5,0.0,0.0,0.5,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.0
0.0,0.0,0.0,2.0448430493273544,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.8333333333333334,1.0,-0.3393124065769806,1.0,1.0,1.0,0.5,0.5,0.0,0.0,-0.5,-0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.0
0.0,-0.5,0.0,0.026905829596412557,1.0,-1.0,-1.0,1.0,0.5,0.3333333333333333,0.5,0.0,0.5,-0.5,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.8333333333333334,1.0,-0.37294469357249627,-1.0,0.5,-1.0,-0.5,-1.5,-0.3333333333333333,-1.0,0.5,0.5,0.0,2.0,0.0,-0.5,1.0,0.0,0.0
0.0,1.0833333333333333,1.0,-0.4461883408071749,-0.5,1.0,-0.5,-0.5,-1.0,-0.6666666666666666,-1.0,0.5,-0.5,0.0,1.0,0.5,-0.5,1.0,0.0,0.0
0.0,-0.625,1.0,0.8153961136023916,-0.5,0.5,-0.5,0.5,-1.0,0.0,0.0,0.5,0.0,-0.5,2.0,0.5,0.5,0.0,1.0,0.0
0.0,-0.041666666666666664,0.0,2.2772795216741404,0.5,0.5,0.5,-0.5,0.0,0.3333333333333333,-0.5,-0.5,-0.5,-0.5,2.0,-0.5,0.5,0.0,0.0,0.0
0.0,1.0416666666666667,1.0,0.19133034379671152,-0.5,1.0,-0.5,1.0,-1.0,0.3333333333333333,0.5,0.5,-0.5,-1.0,0.0,0.5,1.0,1.0,0.0,0.0
1.0,-0.4583333333333333,0.0,-0.08594917787742899,-0.5,-0.5,-0.5,1.0,-1.0,0.3333333333333333,0.5,0.5,0.0,-1.5,2.0,-0.5,1.0,1.0,0.0,0.0
0.0,0.7083333333333334,0.0,0.0171898355754858,1.0,1.0,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.4166666666666667,1.0,-0.5493273542600897,0.0,0.5,-1.5,0.5,-2.0,-1.0,0.0,0.0,-0.5,0.5,2.0,0.5,0.5,0.0,1.0,0.0
1.0,-0.3333333333333333,0.0,-0.03736920777279522,-0.5,0.0,0.0,-0.5,-0.5,0.0,-1.0,-0.5,-0.5,0.0,-2.0,-0.5,-0.5,1.0,0.0,0.0
0.0,0.125,1.0,-0.5179372197309418,0.0,-0.5,0.0,1.0,-0.5,-0.3333333333333333,-0.5,-0.5,-0.5,-0.5,-2.0,-0.5,-1.0,1.0,0.0,0.0
0.0,-0.3333333333333333,0.0,0.7944693572496263,0.5,0.5,0.5,1.0,0.5,0.0,0.5,-1.5,0.0,-1.0,2.0,0.5,1.0,0.0,0.0,0.0
0.0,0.20833333333333334,0.0,1.703288490284006,-0.5,0.5,1.0,1.0,0.0,0.0,-1.0,-1.0,-0.5,-1.0,0.0,-1.0,0.5,0.0,0.0,0.0
0.0,0.75,1.0,-0.1890881913303438,0.0,0.5,0.0,0.5,-0.5,0.0,-1.5,-1.5,-0.5,-1.5,0.0,-1.5,-1.0,1.0,0.0,0.0
0.0,-1.125,1.0,0.7548579970104634,-0.5,1.0,-0.5,-0.5,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.5,-0.5,1.0,0.0,0.0
1.0,-0.3333333333333333,0.0,-0.3639760837070254,-0.5,0.5,-0.5,0.0,-1.0,-0.3333333333333333,-0.5,-0.5,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.8333333333333334,0.0,-0.3744394618834081,1.0,0.5,0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08333333333333333,0.0,1.2249626307922272,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.5,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.0
0.0,1.0833333333333333,1.0,-0.5119581464872944,-0.5,1.0,-0.5,-0.5,0.0,0.3333333333333333,-1.0,-1.0,-1.0,0.0,2.0,-1.0,0.0,0.0,1.0,0.0
0.0,-0.4166666666666667,0.0,2.1846038863976083,-0.5,-0.5,-0.5,1.0,0.5,0.3333333333333333,0.5,0.5,-1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0
0.0,1.25,0.0,1.0194319880418534,-1.0,1.0,1.0,-1.0,-0.5,0.0,-1.5,-1.5,-1.5,-1.5,0.0,-1.5,-1.0,0.0,0.0,0.0
0.0,-0.041666666666666664,1.0,0.11808669656203288,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.5,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.3333333333333333,0.0,-0.3968609865470852,1.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.5,-0.5,0.0,0.5,-2.0,-1.5,1.0,0.0,1.0,0.0
0.0,0.5,0.0,0.09641255605381166,-0.5,-0.5,-0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,2.0,0.5,0.0,0.0,0.0,0.0
0.0,-1.3333333333333333,1.0,-0.15097159940209268,-0.5,1.0,-0.5,0.0,-1.0,-0.3333333333333333,-0.5,0.0,0.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0,-0.2916666666666667,0.0,1.2316890881913303,-0.5,-0.5,-0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
0.0,-0.3333333333333333,1.0,1.039611360239163,-0.5,-0.5,-0.5,0.0,-1.0,-0.3333333333333333,-0.5,-0.5,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.5,1.0,-0.10612855007473841,-1.0,1.0,-1.0,0.5,-1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0
0.0,-0.875,1.0,0.17638266068759342,0.0,0.5,0.0,-0.5,-0.5,-0.6666666666666666,-1.0,0.0,0.0,0.0,2.0,0.5,-0.5,1.0,0.0,0.0
1.0,-0.5833333333333334,0.0,-0.40358744394618834,-1.0,-0.5,-1.0,0.0,-1.5,-0.3333333333333333,-0.5,-1.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.4583333333333333,0.0,-0.03961136023916293,-0.5,-0.5,-0.5,1.0,-1.0,0.3333333333333333,0.5,-0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.125,1.0,-0.48953662182361735,-1.0,-0.5,-1.5,-0.5,-2.0,-0.6666666666666666,-1.0,-1.5,0.5,-0.5,-2.0,0.0,-0.5,1.0,0.0,0.0
0.0,0.625,1.0,-0.4581464872944694,0.5,1.0,0.5,1.0,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0
0.0,1.25,0.0,-0.5104633781763827,1.0,-1.0,-1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,-0.5,1.0,0.0,0.0
0.0,0.3333333333333333,0.0,-0.2384155455904335,0.0,0.5,0.5,0.0,0.0,0.0,-0.5,-0.5,-0.5,-0.5,-1.0,-0.5,-1.0,1.0,0.0,0.0
